image_id,PredictionString
000015,0.580436 14 211.095993 97.446747 282.109161 211.322754 0.507076 14 210.141174 73.603813 279.771484 202.630585 0.911332 14 241.968033 101.898094 282.737427 202.988632 0.932584 14 213.030502 74.475357 284.038422 206.781982 0.970405 1 67.769234 134.581985 307.096344 355.049316 0.489511 14 209.487000 74.453514 316.833710 302.583710 0.523967 14 237.300629 106.565971 282.548859 211.271011 0.893239 14 211.099594 75.417374 285.941589 211.321259 0.912157 1 66.664162 132.691010 310.946808 353.415100 0.955476 1 66.936554 133.005096 332.800232 354.102295 0.829992 14 215.088776 75.460327 317.304443 303.061066 0.952773 14 239.570984 74.972542 283.498871 206.543533 0.961207 14 237.313477 92.481972 283.695740 210.130920 0.323242 14 233.633911 101.185326 283.636108 230.567352 0.584660 14 240.313507 76.746002 283.441040 201.456543
000018,0.976810 11 28.114044 32.957165 320.035187 277.530396
000022,0.997336 14 187.044052 33.939869 256.216461 169.665787 0.948259 12 66.106903 72.481110 369.545746 212.525513 0.988634 12 78.077782 72.261780 367.123199 211.349091
000025,0.790034 14 248.417023 0.866295 291.183838 67.360687 0.712714 9 54.900558 83.266273 210.025040 279.721558 0.978238 14 251.394592 1.050719 293.890381 67.445343 0.779893 14 205.799423 0.701915 254.600677 68.635536 0.584524 14 146.604050 0.428377 179.611572 59.926624 0.385623 9 201.144699 137.054108 365.090179 281.034180 0.364816 9 51.227528 31.715294 137.295441 177.493881 0.591142 9 179.257965 136.788284 330.409912 279.547729 0.624707 9 52.169285 30.332067 141.371078 147.004517 0.892809 14 56.310253 40.629120 91.964973 85.120316 0.973373 14 303.043060 0.979481 339.594421 75.754898 0.537804 9 55.529758 82.241234 369.605896 278.913666 0.951941 14 286.130859 15.139254 318.472137 96.220070 0.648495 14 181.130157 1.703449 367.251862 280.487030 0.399246 14 245.734985 0.454822 285.192261 52.299175 0.708937 9 0.357764 59.805084 55.149956 186.031799 0.535484 9 59.543400 85.562019 328.955139 278.678040 0.374807 9 57.256832 83.646019 200.752716 277.921661 0.984759 14 118.227158 8.859934 196.864044 112.821091 0.895513 14 289.197266 14.170088 317.983673 92.297203 0.745111 14 248.650665 0.881815 298.003265 102.003021 0.735492 9 52.980305 82.065468 329.639832 279.682648 0.445119 14 53.749542 39.729130 93.122108 144.793686 0.637989 14 136.960663 0.468951 299.623322 276.892883 0.650020 9 211.140808 137.341904 332.502716 279.669342 0.642038 9 0.558311 59.462044 57.203457 186.893814 0.411232 14 181.931061 70.682373 203.469406 115.146103 0.950961 14 180.530487 0.742843 216.703293 77.734917 0.939821 14 298.854065 1.104344 337.908020 93.672195 0.732227 9 54.872005 90.675987 331.238495 278.749634 0.836694 14 128.526001 8.362909 196.168839 115.815193 0.348423 9 55.115723 78.962883 210.790222 208.859680 0.682805 9 54.930897 31.196461 131.338043 143.036697 0.965638 14 189.106735 1.361573 298.539764 155.392441 0.989046 14 118.472626 9.344626 196.901047 103.916588 0.325671 14 304.933502 0.529393 341.242920 69.949753 0.599909 9 54.976089 84.347916 218.567886 280.256317 0.993394 14 185.443039 1.995698 299.010620 278.216858 0.683452 9 52.512691 82.013344 332.231995 280.570648 0.674761 9 208.763443 138.174530 343.758789 279.909821 0.645054 9 55.353458 30.313459 137.126266 144.903107 0.459475 9 0.674425 69.550941 47.253899 186.535782 0.530054 14 179.771606 0.484290 224.241791 84.413033 0.962984 14 53.130322 39.966000 90.580399 94.529335 0.594690 9 0.434119 58.371239 51.850414 186.553848 0.879111 14 249.857880 0.884783 288.700623 58.162922 0.628896 9 57.314030 30.949165 139.096893 134.687622 0.382888 9 0.801835 56.468578 61.558079 163.284943 0.846019 14 191.051178 -0.800259 297.764343 228.243286 0.694660 9 52.839176 96.789230 332.274139 280.694458 0.704951 14 281.318298 1.566064 438.859772 227.920441 0.700225 9 54.708229 82.615158 366.659210 280.949249 0.942330 14 274.841675 15.501064 302.972504 73.734016 0.727484 9 56.947395 127.110611 331.590118 279.553894 0.540687 14 53.197315 38.639931 102.724068 102.288429 0.995666 14 282.218719 2.622731 437.799957 280.577545 0.825195 14 282.143494 15.169119 311.753479 90.676857
000027,0.992736 14 111.942101 76.107765 225.448395 269.838440
000028,0.987923 7 50.203587 50.626232 247.739380 499.743225 0.404017 7 1.157541 48.622147 246.900421 499.325043 0.509380 7 1.081131 48.329727 246.063171 500.166962 0.829904 7 38.663361 43.783726 248.853302 498.508636 0.952349 7 1.302905 36.086456 247.561813 498.164948 0.806067 7 52.618538 46.417431 247.931335 454.239899 0.714852 7 0.792146 48.573135 247.176651 499.656799
000029,0.979531 11 48.421623 60.130802 287.407959 290.288513
000031,0.980634 18 43.800117 79.151711 422.414124 261.107666 0.980421 18 44.489742 93.272690 422.452515 261.926971
000037,0.988860 11 49.604267 96.049919 411.934235 341.329254
000038,0.924054 6 0.880389 235.284317 40.933163 315.885010 0.985661 1 142.177200 171.223145 246.501572 245.573486 0.995656 14 167.310806 111.092155 228.730835 235.808304
000040,0.858299 2 72.470665 47.740593 382.110901 165.448608 0.778452 2 70.680946 38.608322 382.303131 163.616409 0.738099 2 75.354576 59.471458 383.954010 215.618271 0.311032 2 87.305290 59.859509 499.758179 195.171936 0.850513 2 1.312897 39.464272 383.873871 165.229782 0.526597 2 33.920406 63.611549 440.916412 219.920090 0.577140 2 20.920961 63.888912 450.081482 219.879562 0.682548 2 229.813705 64.054245 384.421051 164.347672 0.599653 2 77.439590 63.541992 383.945709 218.304413 0.478428 2 70.877876 40.187180 377.434753 130.982620 0.375507 2 71.839172 55.467209 383.352814 162.709274 0.317137 2 0.250444 41.176208 386.040497 222.923782 0.352305 2 228.013153 63.976765 384.905457 160.335281 0.854664 2 70.592178 40.486931 383.214722 168.750595 0.330526 2 1.143456 52.924942 384.064453 220.017441 0.881775 2 2.232358 40.411545 382.901001 173.805191 0.375846 2 72.564629 58.284748 500.044098 171.763000 0.354458 2 3.039882 40.093353 499.808563 166.081787 0.676347 2 76.880219 61.902523 383.536072 172.547379 0.738899 2 66.277664 46.552803 384.002930 184.564377 0.662715 2 1.384750 37.747776 500.122681 217.456741 0.628058 2 0.333518 39.035194 384.072937 218.639069 0.611701 2 1.370758 51.466709 428.121002 219.578339 0.674185 2 162.723389 64.398361 386.547943 219.081009 0.430734 2 25.320812 61.432575 383.084351 200.000549 0.432401 2 67.330719 38.313267 383.895905 137.061676 0.357921 2 3.458395 61.778900 496.430206 219.572754 0.356390 2 28.166727 49.601624 382.402954 203.947037 0.854073 2 79.192520 61.324726 384.005463 171.505432 0.551110 2 86.941940 60.829849 385.082001 199.345016 0.572804 2 61.896473 61.159874 383.180603 189.231705 0.318285 2 3.046840 44.783646 499.836060 198.834671 0.863934 2 69.152565 64.774216 441.451172 219.562500 0.384142 2 72.280022 60.902370 382.491364 163.579010 0.809557 2 163.814011 63.957226 384.301849 184.474884 0.703422 2 67.520348 46.833523 499.592407 218.613312 0.446409 2 70.523888 49.626015 382.374725 164.348450
000043,0.914800 14 141.839722 111.022308 195.215240 168.954926 0.855973 14 69.002472 1.918137 201.320755 247.053940 0.405521 14 67.558395 -0.204571 150.822067 243.508286 0.446576 14 13.628311 2.133235 220.588333 410.988342 0.781442 14 143.427094 230.617676 216.300858 409.811523 0.879352 14 7.919202 140.029800 189.482513 499.870239 0.593674 14 133.049530 110.102745 199.365173 237.657822 0.899424 14 8.370822 139.197372 204.546677 500.342133 0.583760 14 55.363590 3.306627 196.535843 499.516022 0.652635 14 117.701546 230.994049 216.452866 399.090759 0.578926 14 66.769318 1.255631 201.294724 394.577942 0.488765 14 68.197433 1.229271 199.958878 283.004395 0.839136 14 7.817132 3.302142 185.990387 499.016357 0.607262 14 25.703108 140.893723 166.700150 500.175476 0.965191 14 5.290418 140.898300 166.850128 499.808716 0.304486 14 65.390579 1.846075 201.214813 290.010620 0.965065 14 7.488017 3.178269 216.400406 499.099701 0.308558 17 13.540710 119.516045 224.546921 500.699768 0.819497 14 66.565453 2.343446 216.062775 412.272278 0.547706 14 8.365126 229.273392 219.093857 499.226318 0.327090 14 62.243156 230.532562 219.215302 409.304474 0.636426 14 65.494331 3.403768 216.421112 499.380524 0.700038 14 103.486984 229.037430 217.063141 499.215820 0.540381 14 139.327652 112.051598 219.275635 205.708267
000045,0.967241 4 304.215942 152.898605 329.401642 193.015106 0.868654 19 242.979568 22.908752 441.442017 194.302505 0.545247 19 1.094133 86.543472 196.091721 199.401627 0.964512 19 0.181310 85.379089 175.644638 194.619995 0.959500 19 2.805360 85.372612 171.189819 177.566132 0.424585 19 2.442539 86.035019 177.303970 211.530197 0.982147 19 243.253128 25.738171 439.721771 176.048782 0.843487 19 241.504822 19.555807 443.145599 197.852036
000049,0.985601 7 166.434616 86.176193 328.541168 152.710083
000053,0.487230 8 36.113800 184.214951 378.455688 375.164276 0.622784 7 27.161480 6.604213 373.949615 302.380890 0.431792 7 29.677227 7.504810 374.577057 295.519531 0.625955 7 26.262299 5.468957 376.100372 315.104584 0.984517 7 27.979597 6.362591 389.821045 263.197662 0.923596 8 30.264959 94.345932 386.777466 376.029388 0.788040 7 32.478661 7.783916 371.947510 250.775406 0.562505 7 26.103125 8.115191 400.095520 295.339722 0.308316 8 35.387173 248.613724 379.878357 374.650696
000054,0.971764 5 24.045975 58.823494 416.579712 288.394775
000055,0.605392 14 220.532791 106.596138 275.202362 178.385025 0.608645 14 222.836639 106.085823 273.563965 152.357849 0.705833 14 218.616013 105.922958 276.114441 160.979248 0.899827 14 434.745819 270.267670 454.568542 324.552948 0.761567 14 262.727295 317.094299 280.599731 333.041321 0.827204 14 413.228058 266.781342 441.635773 314.873108 0.972865 14 401.265015 268.566223 439.977173 316.298340 0.617808 14 480.941406 261.718231 500.059540 319.105072 0.629958 14 220.385925 106.085442 274.038208 163.543167 0.778067 14 1.566066 169.253693 20.402901 215.822479 0.884774 14 445.982208 271.216705 466.154144 326.753448 0.969582 14 463.736115 268.344574 489.836212 324.298340 0.905119 14 439.006439 271.093506 459.918091 325.556702 0.708477 14 219.231689 105.915710 275.381592 155.398300 0.907509 14 276.810028 314.531860 296.771912 333.075806 0.314085 18 298.733673 147.437424 409.231567 192.944901 0.989993 14 114.976929 153.399414 183.952667 201.444046 0.712384 14 215.422836 106.328209 277.235046 204.157852 0.866133 14 469.366577 268.208130 491.276459 322.272034 0.954198 14 356.469208 316.434570 383.642212 333.098083 0.898526 14 446.287781 270.719513 467.562592 326.174866 0.805122 14 473.749725 266.816193 495.190643 325.496857 0.831188 14 452.108398 270.817749 472.299042 326.510925 0.313047 15 239.977890 161.951035 273.497833 218.715042 0.321774 15 226.355621 144.519501 275.058624 220.424667
000056,0.986856 12 165.213501 59.765770 374.667023 334.146790
000057,0.823716 2 115.403381 39.314545 327.361023 226.853287 0.978751 2 114.873482 39.605835 335.402618 271.149658 0.474734 2 117.425743 38.048805 242.220520 87.060059 0.306650 2 159.229111 39.273708 331.815552 270.395355
000058,0.996141 14 174.392410 59.111351 258.430450 232.286224 0.430609 15 -0.639327 -0.604123 247.232315 144.598404 0.779579 14 22.594889 82.767334 124.568237 279.421539 0.368805 15 411.972626 70.623718 442.637878 169.782303 0.642030 14 128.218262 59.216145 265.012207 225.347885 0.701658 15 403.674225 0.655951 445.398193 172.935272 0.615433 15 413.550934 79.226028 446.132324 169.403412 0.672346 15 391.672974 11.262450 445.198669 136.108780 0.793611 15 391.680756 0.863621 446.248444 172.245209 0.452882 14 129.942123 60.421513 260.473511 236.088669 0.455557 14 148.878113 59.630775 264.928833 240.555130 0.757180 14 141.197769 59.073872 257.018951 215.693542 0.668683 15 28.596811 0.612572 237.304306 281.143982 0.684891 14 244.850388 41.550106 298.916168 220.891159 0.807706 15 -0.000134 0.977498 326.924805 281.133026 0.829817 15 33.132790 -0.052342 247.070312 132.119247 0.932625 15 -0.594296 -0.669222 246.615646 279.902649 0.507876 15 391.973511 0.947055 446.275482 96.012108 0.659346 15 398.092407 9.292623 443.563202 42.456604 0.482837 15 395.337585 11.392007 444.403107 84.335114 0.554987 14 153.565292 48.416241 304.536621 248.002502 0.353894 14 18.272169 84.054718 155.666000 277.449493 0.896105 14 165.880295 58.863674 260.005798 224.072052 0.442825 6 31.241714 100.658531 326.307556 280.291779 0.996498 14 243.933350 41.231800 299.704468 248.017929 0.996845 14 292.041931 2.725694 387.727753 278.791931
000059,0.649589 14 145.176392 149.623688 169.966461 183.972061 0.352098 14 153.646606 149.075851 170.494812 180.671402 0.982248 19 122.678566 129.585327 179.782440 204.866913 0.835940 14 92.419403 258.495636 133.608871 363.916168 0.612685 14 142.595413 150.302994 169.505600 184.774033 0.844226 8 99.314034 394.771118 225.274490 499.667206 0.405330 14 219.234192 258.435516 250.520340 498.632294 0.991671 14 78.327850 274.915222 109.451294 361.035889 0.545359 19 120.687645 128.576813 180.866745 217.134415 0.989558 14 50.447311 279.834106 76.514473 350.198364 0.502445 8 181.133713 401.545349 225.246216 500.083221 0.680441 8 85.903374 392.605286 223.988541 499.624390 0.867831 14 93.352371 257.840424 135.482239 361.789551 0.519454 14 74.391312 275.155518 111.478493 374.119019 0.981182 19 58.043278 161.378036 95.454407 207.232254 0.993277 14 76.200645 211.082367 216.673248 500.496857 0.460690 8 180.046188 399.499298 225.846954 499.666748 0.489679 14 133.715027 150.416016 171.235107 187.513657 0.745935 14 78.417870 276.159454 100.945732 349.651886 0.353564 8 221.177994 394.766632 251.397324 500.648315 0.729274 8 100.674149 399.177185 226.179672 499.890015 0.980628 14 222.425293 255.781738 251.935440 395.999329 0.586985 19 177.184967 59.083065 202.766983 114.429756
000062,0.905173 16 51.674263 140.207489 277.061584 239.132248 0.411229 16 411.200806 106.276199 434.939545 151.055115
000067,0.981636 0 35.087616 62.882980 450.738159 190.568130
000068,0.981813 2 23.679867 43.695934 213.318512 375.438812 0.550577 2 25.463776 42.205387 396.231354 376.649384
000069,0.978766 3 12.160688 67.768311 340.893311 185.948227 0.996551 14 242.398682 152.707260 311.687531 374.881531
000070,0.933446 15 285.149261 162.197891 304.680908 194.039490 0.816290 15 256.229584 154.931641 301.535004 196.279556 0.361764 15 278.287109 162.274200 294.813690 193.125061 0.797165 15 285.746094 162.312851 305.034760 193.815781 0.884522 15 255.927200 157.987595 288.026917 196.071823 0.887921 15 283.399628 161.614624 302.931732 194.124359 0.743644 15 278.076508 160.845337 301.613434 193.964462 0.835213 15 255.904144 158.225708 286.281952 196.206696 0.366904 8 368.924927 266.943115 401.969269 376.251373 0.924448 15 257.411713 156.391129 296.747253 196.202805 0.664156 15 257.890991 161.325043 283.387482 195.280975 0.950538 15 257.152466 156.872086 295.272614 195.889877
000071,0.983299 6 242.134460 48.245342 338.892731 65.887985 0.994955 6 57.702347 63.373329 443.826508 182.576202
000074,0.428699 6 370.743164 70.459137 476.991547 126.916573 0.354852 6 364.637329 69.973053 477.089233 127.631874 0.383918 6 363.972351 68.488800 476.320465 128.895493 0.984417 6 59.086910 44.416485 174.016296 134.520020 0.799033 6 361.564331 40.472809 471.365143 80.405518 0.988973 6 139.364288 38.940220 400.971527 186.226059 0.946843 6 138.595840 38.575916 476.090851 185.898071 0.983220 6 359.386871 41.777687 475.920624 130.485443
000075,0.901397 11 74.184586 82.370880 164.973022 348.207886
000076,0.976087 14 242.602295 95.175575 290.153076 130.006134 0.768995 14 478.069763 103.334740 500.002747 172.811829 0.345568 14 368.836456 85.585915 428.408966 156.459625 0.390207 14 81.585007 88.578323 182.382187 246.559052 0.496987 14 1.087044 138.213562 19.888729 189.594360 0.956687 14 440.757751 112.046310 463.346832 169.443008 0.993782 14 475.530029 103.187233 500.033569 226.941833 0.632909 14 236.217468 97.893150 259.592804 128.051926 0.894478 14 370.800568 86.171127 420.801880 125.163765 0.973832 14 441.402740 112.573822 461.904419 153.184418 0.545013 14 370.740936 84.728012 451.863953 165.936447 0.992537 14 1.078193 104.182831 25.669270 190.444458 0.528379 14 116.731392 90.809380 171.039352 119.469513 0.974621 14 370.378357 85.629837 447.662933 143.499237 0.913791 14 79.783714 90.415649 172.170990 244.324615 0.862624 14 240.784210 93.813911 290.673523 131.407013 0.987992 14 81.892715 102.163818 118.104919 157.242065 0.494545 14 1.167143 103.716415 24.596786 154.581604 0.996378 14 44.272667 105.364906 82.592735 189.941788 0.518635 14 442.482697 111.831451 461.087219 133.737350 0.994781 14 63.813000 49.696762 268.322357 250.185455 0.480715 14 370.563721 86.647247 451.014801 246.035568 0.407582 14 76.718903 99.884712 117.731712 190.690506 0.986642 14 454.810364 139.832062 480.234283 171.298706 0.479907 14 459.333588 140.327957 482.885010 168.717682 0.967721 14 243.976944 94.789604 289.366486 230.386536 0.985989 14 369.824615 85.196701 451.220490 165.367844 0.996413 14 260.316071 52.324924 448.062531 249.450134
000079,0.968268 11 0.438437 53.178398 365.042999 356.315826 0.957741 11 1.361772 51.390263 468.215881 355.878235
000080,0.642329 3 352.468262 283.773102 374.294281 304.732971 0.709725 3 58.209930 191.972519 101.086555 269.386688 0.380751 3 61.223045 229.217331 87.490005 267.504425 0.442715 3 352.418884 281.505035 376.140503 305.354919 0.894155 3 162.947922 246.760971 191.418228 286.469543 0.781844 3 159.285507 197.881897 190.365234 284.849579 0.799510 3 215.564224 202.175461 240.514786 283.563477 0.758066 3 0.991639 182.963379 38.870132 300.739746 0.867441 3 166.889420 248.311310 189.270035 266.761292 0.803920 3 163.232117 203.811050 187.522949 269.099670 0.876328 3 164.653458 245.436096 190.609360 279.663635 0.938353 3 216.729767 203.674652 241.499954 282.339478 0.923415 3 160.921280 203.071030 189.008804 284.665894 0.589595 3 159.704437 196.995956 190.569122 284.657654 0.314666 3 1.453249 188.222046 38.188442 263.719208 0.850452 3 60.114140 230.847397 98.948753 272.508667 0.585827 3 163.219315 270.873016 187.813919 287.079376 0.473699 3 1.256418 182.400742 40.516994 299.006470 0.864046 3 163.251297 206.047836 188.327957 268.673645 0.966030 3 60.986202 247.254684 102.256325 274.168732 0.902389 3 1.087571 277.709290 37.602932 302.638306 0.332777 3 1.714170 239.546204 35.998810 260.370209 0.834888 3 219.881622 266.324188 240.918488 283.097076 0.946300 3 349.398865 216.657379 376.395294 306.075348 0.342985 3 60.180126 229.798462 100.803032 271.233307
000082,0.972211 6 1.559630 0.645200 204.425354 95.730293 0.994568 6 21.146103 96.079720 496.519196 296.556335
000084,0.774152 17 0.648536 279.498199 120.873611 374.930664 0.353243 8 196.043457 164.462158 232.419037 186.665756 0.818452 10 200.970642 179.115479 264.160248 297.233978 0.868771 8 302.791290 156.700409 341.918304 230.517105 0.683348 10 134.674667 177.123230 282.951508 278.413544 0.381269 8 248.942505 170.513535 292.292084 216.772552 0.984289 8 253.788940 170.812988 303.548645 273.943481 0.873579 8 137.818130 182.789932 199.738052 277.413025 0.385009 8 304.375854 154.163467 345.861420 230.331528 0.615119 10 136.320694 182.731628 201.964844 277.891632 0.866807 10 136.345383 177.309021 266.337128 282.686310 0.366255 8 302.085754 154.595901 343.000061 228.439316 0.856492 8 254.104141 187.999161 302.578674 271.522980 0.963279 8 129.314178 211.341888 171.166336 277.297546 0.486003 19 149.843552 75.961655 220.140259 187.582748 0.844920 10 198.457764 177.623947 274.507690 298.512848 0.736055 10 136.487335 175.250412 281.671692 293.030640 0.803236 8 1.004565 280.074493 125.884697 374.515747 0.567363 8 194.829758 163.376068 236.431305 259.680420 0.380910 10 238.025406 175.461563 292.889282 257.830505 0.356494 10 201.425522 178.491837 275.817291 279.173340 0.636401 10 240.220413 177.294617 293.668396 274.275665 0.968859 8 301.795105 156.565094 343.299072 231.834641 0.557083 8 251.252502 171.285126 292.655975 218.604477 0.979578 8 203.495636 188.040695 258.142853 300.248901 0.764929 8 86.977097 173.964630 139.805923 229.304733
000085,0.420663 8 77.691002 146.197968 160.756699 218.499710 0.311336 10 241.571579 124.916252 499.392822 218.266785 0.497249 14 8.224130 45.765732 222.742432 217.651077 0.383118 17 14.442057 8.602795 496.904175 190.780975 0.313185 10 219.867447 109.572456 499.647675 218.265137 0.772351 14 338.548615 7.976069 498.382141 149.713135 0.302085 14 13.054185 45.533272 222.693649 206.253693 0.994513 14 337.377655 8.108470 498.157562 131.248764 0.646914 14 338.450348 7.976925 498.950104 148.254868 0.812069 14 20.046352 44.652550 224.330933 176.607162 0.986678 14 11.907294 45.900833 253.525620 219.605530 0.673743 14 12.787409 44.934654 210.374924 219.669479 0.482396 8 5.511872 67.582840 160.238770 218.570511 0.973386 14 339.201935 8.863869 498.310394 144.933838
000086,0.603431 11 266.910736 83.412323 293.721313 99.275894 0.799436 11 224.342773 98.668098 273.035370 122.040199 0.495122 11 224.650589 98.098740 270.692993 120.386047 0.355628 11 305.681885 93.723747 350.457367 113.619789 0.730977 11 307.162781 93.125366 350.318237 114.157211 0.685925 11 307.472626 92.820755 350.616608 113.860596 0.667963 11 307.080536 93.731415 350.279663 114.604294 0.783556 11 221.262756 99.444756 269.915466 122.476097 0.436538 11 483.169128 93.532845 500.053162 114.606628 0.611403 11 222.028931 101.184341 250.807465 121.081474 0.742791 11 266.156250 83.601097 294.606995 100.348793 0.642556 11 221.037277 98.101974 272.727509 122.255089 0.511692 11 222.466492 100.659325 248.174759 121.076759 0.560123 11 308.591705 88.573952 350.071930 112.198860 0.674306 11 221.926941 99.333641 253.688461 121.128952 0.693559 11 225.449860 97.436768 274.868500 121.513283 0.721079 11 307.169098 94.115265 348.197144 114.160110 0.780402 11 305.634155 92.966980 350.159393 114.644089 0.777716 11 221.313385 99.326385 265.439056 122.201881 0.726990 11 234.353302 98.637657 272.558685 119.960106 0.701539 11 267.611359 83.460609 294.202057 99.498848 0.758434 11 267.344391 83.754219 294.295990 100.023811
000087,0.782450 18 72.697105 165.049820 166.387314 210.561905 0.342214 18 83.586426 167.890640 161.694550 203.564377 0.736574 18 81.843285 165.291885 165.726288 205.418549 0.536021 18 78.460503 166.129562 189.755753 206.713074 0.528150 18 1.113869 166.703842 194.247253 216.730515 0.964602 18 56.579014 165.059845 189.298248 211.081696 0.508569 18 77.348267 166.438690 188.409637 206.574158
000088,0.585552 8 152.116882 203.116562 205.162186 246.871521 0.531558 18 99.745575 3.243037 439.776611 236.145187 0.324906 18 15.280932 3.168091 435.573181 205.717361 0.857102 18 2.058849 4.415553 436.910461 238.687943 0.938195 18 114.200668 2.583828 438.641205 228.008331 0.960033 18 142.034851 2.849244 435.671783 209.842361 0.926161 18 117.272827 2.566472 438.515869 244.273270
