image_id,PredictionString
000025,0.872101 14 252.932068 1.077399 292.062164 66.589905 0.531181 11 83.731163 31.153170 138.401993 83.681541 0.647309 14 185.208115 0.181999 217.072571 78.756462 0.953632 14 190.671753 2.068559 301.149048 182.577347 0.595595 14 51.978119 42.484497 109.283798 140.471283 0.650370 14 150.242157 0.173966 194.253479 80.677742 0.972971 14 300.450928 1.146843 339.135956 82.986610 0.610861 14 117.531494 8.732378 195.659317 147.946915 0.988783 14 118.099228 10.036402 196.396332 107.105766 0.984110 14 191.668411 1.988523 302.925049 279.478851 0.993298 14 283.905579 2.551887 437.793030 281.212799 0.905885 14 252.924927 0.969473 296.300476 84.260895
000027,0.984739 14 114.520256 75.351929 228.663956 263.728149
000028,0.685697 7 44.777691 39.964111 252.379013 495.722626 0.972450 7 1.241349 21.007479 250.663208 498.611938
000029,0.911194 11 51.248692 62.277519 284.160980 288.867981 0.505615 11 0.786856 62.655025 279.482605 288.421478
000031,0.962714 18 45.311020 81.420128 426.392029 258.915009
000037,0.837443 11 54.252892 96.013206 352.658386 339.711792 0.636082 11 51.988350 95.958260 409.649017 341.131378 0.838718 11 298.006042 157.593369 411.404999 286.578613
000038,0.994702 14 168.623978 112.577591 226.909760 227.870758 0.977499 1 142.515259 172.369141 247.252213 243.415253
000040,0.001000 0 0.000000 0.000000 1.000000 1.000000
000043,0.959733 14 6.016768 143.458374 187.908432 499.664307 0.504443 14 6.209654 144.593323 171.046127 500.441071 0.878522 14 4.642300 3.895864 188.660248 497.704163 0.971627 14 4.385870 3.769681 216.065842 497.816315
000045,0.751514 19 248.931000 38.899517 429.459320 204.824051 0.768221 19 1.062788 91.358719 193.406403 199.301392 0.909025 4 303.378143 153.835403 328.236481 191.722107
000049,0.973071 7 168.623001 86.685867 331.589966 151.012466
000053,0.903729 7 33.112137 5.753115 399.070984 292.098389 0.758259 8 22.924795 6.133877 382.292023 373.990479 0.618635 8 22.134050 98.195122 382.027863 377.236511
000054,0.948458 5 23.626209 57.985401 418.166382 286.409210
000055,0.721928 14 220.184647 108.066826 269.226288 168.090073 0.852087 14 359.277100 316.879730 380.246613 333.016144 0.962326 14 411.648041 271.828735 441.621826 317.156433 0.593371 14 221.440750 107.865005 267.790771 159.612244 0.518430 14 264.547272 317.144318 283.546173 333.057556 0.923121 14 441.562134 274.836578 462.965149 324.108765 0.954517 14 464.769012 273.734344 490.422485 327.415863 0.686064 14 401.369446 270.450989 426.372101 309.229950 0.930619 14 116.749939 152.583694 181.446976 198.749756 0.714147 14 1.925323 167.426300 21.222759 216.811172 0.696245 14 467.526855 271.423553 489.265930 311.323486 0.901886 14 278.345093 315.576355 300.509674 332.997528
000056,0.897116 12 164.390350 60.601276 379.739746 333.647430
000057,0.638705 2 158.278107 38.545071 213.998520 100.086182 0.832087 2 116.624504 37.611153 207.014435 100.639442 0.582243 2 117.861382 36.669815 189.658371 82.971054 0.881951 2 178.038574 79.585396 338.596985 281.658936
000058,0.819343 13 42.185993 102.136742 326.049072 274.682343 0.588624 13 42.221157 105.156410 243.837891 278.242523 0.964676 14 183.142303 60.089840 277.597961 249.506821 0.529892 13 20.384506 80.619469 245.895370 278.056305 0.986320 14 243.125519 42.080807 303.879395 247.423050 0.994538 14 294.750671 2.345882 385.368561 277.203369
000059,0.833573 19 60.956604 161.012848 94.694962 204.093323 0.988972 14 47.871983 281.908508 70.864441 350.005676 0.621309 14 220.213715 249.046616 252.938583 500.419495 0.911219 14 222.591782 249.530258 251.643158 396.563110 0.986162 14 77.747589 276.616638 111.236641 354.892090 0.529340 14 0.747417 337.564301 14.458732 499.344635 0.644147 19 121.203537 129.229980 180.362625 216.395340 0.989364 14 73.930649 207.172745 218.842239 498.206329
000062,0.708585 16 54.937519 136.641296 274.490784 239.093338
000067,0.973359 0 32.098816 64.932159 453.354065 188.523590
000068,0.580533 2 95.810455 50.156605 164.098694 373.936462
000069,0.893167 3 11.227221 85.089897 341.368225 185.436081 0.598772 3 9.180188 61.905613 340.963501 183.802155 0.994870 14 242.378113 152.506027 311.891449 373.627106
000070,0.675065 19 251.801849 49.829609 328.693268 182.329620 0.914596 8 251.047577 187.975418 311.178467 339.164673 0.879684 10 30.551762 188.894592 311.354004 345.511871
000071,0.989989 6 58.489338 65.646362 446.203766 180.961258
000074,0.788051 6 57.578930 43.752697 174.017578 134.792877 0.982828 6 135.916687 39.503212 406.113312 190.074432 0.647594 6 354.562164 40.112995 479.518341 128.007492
000075,0.919256 11 71.748398 85.917175 167.899185 348.262665
000076,0.896257 4 389.059509 200.289871 413.408783 248.498322 0.978469 14 473.403656 105.037354 500.086426 228.250000 0.964098 14 76.870544 104.888611 115.069984 188.188461 0.614120 14 438.481873 113.916077 462.100159 169.172104 0.984569 14 0.939652 105.932541 24.797474 189.902527 0.955661 14 240.552444 94.559433 292.286652 131.341995 0.993251 14 62.211788 52.513260 272.470032 249.810715 0.992558 14 42.591305 107.299805 79.635880 189.018158 0.513658 14 439.761932 112.804459 458.404114 135.678543 0.885120 14 449.654358 139.406891 472.425903 171.411285 0.981754 14 366.763580 88.370117 446.449097 167.875504 0.992799 14 251.804169 55.734257 449.484283 248.519806
000079,0.920755 11 1.312494 50.958813 367.604004 355.687195
000080,0.886066 3 348.608185 218.437531 376.167053 309.225220 0.701341 3 163.860748 249.811584 186.698837 286.767548 0.685483 3 164.903610 200.207352 231.410767 288.253326 0.810734 3 0.974784 192.865601 34.775177 299.883514 0.865007 3 162.400162 200.145370 187.088699 287.130798 0.860230 3 216.878998 204.802612 239.453873 282.423859 0.541022 3 0.640336 192.412750 96.825111 297.063965 0.867707 3 62.243282 240.257019 100.905281 269.654510
000082,0.872880 6 0.648364 0.273927 198.185593 96.822273 0.971104 6 21.496088 65.820343 489.558258 294.823242
000084,0.870517 8 1.715925 275.255066 125.301361 374.404663 0.874096 10 139.825195 177.525040 265.976074 288.979095 0.973821 8 253.273941 164.521164 307.109100 273.414642 0.682105 8 251.129395 164.925323 307.534515 271.039337 0.944317 8 299.201111 156.335968 343.935272 231.511047 0.506890 10 78.382828 175.060135 265.853302 278.790375 0.947701 8 125.338524 176.022263 183.351669 272.653412 0.965137 8 199.962097 182.291992 258.651398 299.756042
000085,0.944163 14 337.135315 8.324579 499.685455 211.469757 0.983909 14 1.754522 47.889244 255.218948 218.491211 0.932898 14 336.763855 9.027298 499.382141 144.766556
000086,0.638176 14 224.288177 98.650131 273.630920 121.194122 0.793765 14 306.306427 93.685905 343.558960 113.187798 0.832388 14 270.602844 81.783607 292.521973 97.235069
000087,0.001000 0 0.000000 0.000000 1.000000 1.000000
000088,0.523336 18 1.832694 2.368536 435.019196 249.661942 0.766679 18 105.498535 4.427869 429.951843 251.590530
000090,0.860017 14 175.805557 26.634352 310.506989 119.573212 0.966686 14 81.932281 25.850245 312.901550 173.850296
000092,0.592278 7 77.747597 45.792187 344.774536 221.225159 0.526913 7 21.525501 13.442059 387.091827 220.762207 0.513472 7 36.750004 18.787701 351.587830 219.709930 0.849238 7 79.658073 46.631798 342.443481 220.626785
000094,0.855481 13 1.608506 22.354439 499.626221 219.838776
000096,0.993522 14 0.759259 145.576141 134.045471 500.410736 0.985078 14 93.188599 103.238449 219.454910 499.191986
000097,0.608695 8 134.760345 218.938446 229.008850 314.671661 0.692967 17 42.211117 172.438705 177.007401 277.085358 0.990240 14 164.539612 140.073746 211.345016 229.939072 0.702087 8 135.789902 157.921692 237.999908 310.348541 0.818858 10 139.082962 212.091873 252.944702 316.227203 0.784845 8 195.768005 172.416916 234.566330 223.878754
000098,0.687416 7 55.558807 70.245026 255.113052 160.583984
000100,0.858541 18 2.159740 47.482079 429.465790 219.048309
000103,0.727379 6 152.020020 222.811523 175.542816 240.499359 0.844667 6 142.312744 214.094437 160.051300 233.580994 0.944965 6 18.417967 229.216797 61.195263 265.512146 0.972937 6 0.977110 238.420502 39.283627 276.218231 0.980120 6 76.873711 222.376892 114.823112 248.522766
000105,0.561610 3 19.695877 168.811493 321.011047 307.649384 0.843116 3 17.746567 3.503868 323.998535 307.169006 0.545535 3 19.080296 52.272469 323.291534 308.355835 0.689879 14 156.229904 115.517952 240.946640 218.427734 0.989604 14 222.136047 68.228218 301.725189 227.633575
000106,0.930371 2 179.910248 95.671951 344.651703 249.366669
000108,0.522949 17 -0.070468 62.322792 441.745392 375.378418 0.876882 11 1.820922 104.621086 270.276001 263.367004 0.765416 11 0.761107 103.446724 173.927917 261.209503
000111,0.709711 13 193.601761 183.434540 226.585480 216.423004 0.500328 13 133.031708 186.655701 160.280212 218.597290 0.798726 13 84.247116 194.785324 118.401794 223.863556 0.982680 14 371.828278 271.419128 445.262695 374.420990 0.827202 14 107.043213 183.304352 122.152214 208.087738 0.852663 14 200.557281 175.865005 222.786682 206.971832 0.708597 13 295.036469 180.170120 321.282013 209.548965 0.649565 13 158.261673 176.708618 189.568390 216.692581 0.925208 14 103.223358 182.546722 122.620499 217.853043 0.567891 13 243.300293 179.942886 272.254211 212.414322 0.816492 14 251.964874 176.716751 276.015625 210.407913
000114,0.601906 4 201.996429 0.847542 245.710800 87.083046 0.979091 7 166.944489 47.060417 433.222961 275.593994
000115,0.916219 2 110.643227 224.362915 184.683350 344.357239 0.823746 2 1.217293 222.297256 135.973404 416.352875
000116,0.915960 8 0.729499 188.141678 33.273598 305.666992 0.500356 10 1.144063 298.209167 90.378159 499.501556 0.592063 8 35.190929 189.741043 236.221252 362.204987 0.883543 15 146.302811 94.199928 202.427567 204.681305
000119,0.985758 7 108.343834 70.864456 310.115295 258.698029
000124,0.915659 14 1.267452 7.178441 82.661018 154.653275 0.916594 14 1.249306 7.362748 82.884621 135.646255 0.692836 19 150.049744 81.968643 236.508347 176.765686 0.980642 14 184.116791 25.810371 256.692139 159.650360 0.988937 14 53.647652 16.785767 400.293182 373.789795 0.895303 19 2.341699 130.374496 110.843155 256.689514 0.641983 8 355.942230 171.013168 404.622467 375.062225
000126,0.881945 14 33.915211 100.482315 49.154346 120.363144 0.880756 8 110.366203 125.723633 174.524521 152.892456 0.981146 14 10.243000 97.236649 44.843330 151.284332 0.925992 8 257.956970 113.777710 290.944641 153.225220 0.631446 8 45.959103 113.928352 85.951965 152.732864 0.600960 10 158.216156 123.277992 251.734406 148.327316 0.801467 14 12.288017 97.701118 37.290028 127.381096 0.593800 8 93.277664 115.758881 129.226028 137.345291 0.693828 8 309.211853 115.885826 352.688843 148.442078 0.986580 14 45.962269 96.527237 81.292717 145.626587 0.879924 14 31.640568 100.594116 48.783554 130.024933 0.727333 8 229.123688 116.167427 259.658661 139.520737
000127,0.918055 2 189.662521 210.520416 266.276367 315.326294 0.886418 2 243.978119 183.812805 324.015411 283.974457 0.905851 2 139.026413 227.296204 185.872452 376.178772 0.994152 14 50.915108 21.720003 296.616150 373.307159 0.770708 2 267.787750 156.064331 340.064636 291.738831
000128,0.534401 14 71.467377 205.117920 91.810936 254.888397 0.973870 14 320.917114 206.089584 342.384216 283.240356 0.524947 0 4.072338 79.051445 374.585571 234.215897 0.966024 14 26.222305 206.008713 41.884140 264.434174 0.857944 14 40.421947 209.263657 56.940765 263.423279 0.542127 14 52.254700 203.382141 67.804016 264.664032 0.770325 14 63.307949 203.537674 81.356308 258.834778 0.779667 0 40.179283 82.335876 373.639984 234.508850
000135,0.990143 6 179.248367 132.096252 297.425964 173.493790
000136,0.542342 4 312.586121 16.143213 334.143646 44.343166 0.574449 7 295.307190 136.806213 350.646820 178.900665
000137,0.962572 6 63.847889 429.077118 110.602150 484.096497 0.925834 14 82.681778 353.671234 92.817924 390.639984
000139,0.897360 1 111.263168 86.529808 248.143570 183.782379 0.990361 14 148.059570 37.202293 262.858429 139.556229 0.884383 1 116.923538 100.018372 240.652771 182.965164
000144,0.977901 4 245.825195 155.258667 264.914185 216.035263 0.846976 4 226.367538 181.905411 249.661209 260.815491 0.945648 14 363.806427 7.914657 491.601471 332.006287 0.719591 14 360.837708 8.155805 479.312012 275.898956 0.982562 4 221.858002 193.084045 246.970200 284.963562 0.875879 14 401.763062 9.026085 499.732758 331.556335 0.882893 14 358.461395 1.702284 462.823944 274.645874 0.991453 14 165.598907 66.226616 282.097565 201.823868 0.648889 4 256.973114 223.247589 276.360474 273.325531 0.760446 14 0.878308 3.706401 116.151260 331.500244 0.517246 14 348.231934 1.334236 426.457245 274.086182 0.767239 10 133.175476 138.185364 469.102905 333.560760 0.962414 14 1.135584 97.153587 114.285141 332.663422 0.918085 10 129.857986 180.080078 455.227356 333.561951 0.909247 8 389.883148 229.244827 471.227997 332.205322 0.532576 4 224.446655 182.037262 246.789780 243.283905 0.570265 10 133.301163 243.549393 444.144928 333.339966 0.713275 4 243.538528 215.833527 261.139313 271.259277 0.720453 4 258.116913 161.708252 281.340790 232.039444 0.569425 4 263.323975 223.455887 282.897339 272.832306
000145,0.939085 18 46.693920 87.669823 385.442383 290.187164 0.542818 18 46.462566 88.925209 467.010223 290.533813
000148,0.897079 2 119.702248 108.461235 429.860382 288.904388
000149,0.979695 15 101.097862 3.020491 304.448273 356.235992
000151,0.517704 4 101.709145 156.736877 241.042725 264.729187 0.922435 14 0.959024 46.810955 247.039078 406.339508 0.955591 14 1.316886 45.704662 141.434677 405.601685 0.557275 14 0.974413 47.570259 247.262299 473.235168 0.656182 4 131.171677 293.779205 234.198242 488.037354
000152,0.975350 6 416.365936 67.162636 500.392731 110.261658 0.959885 6 49.596172 73.389259 127.830383 108.603348 0.988707 6 112.952873 56.544254 405.869965 208.514053 0.989050 6 293.964539 68.664650 425.128204 101.934090
000155,0.001000 0 0.000000 0.000000 1.000000 1.000000
000157,0.865466 14 31.255049 13.253386 68.485405 133.409912 0.686238 14 33.057446 12.818643 70.243065 110.417686 0.606713 7 139.897720 75.820671 360.619080 160.020248 0.687071 7 128.940063 111.223877 360.425171 160.527847
000160,0.542459 17 1.734555 159.644104 335.111328 245.692932
000166,0.535632 14 258.897217 119.612663 281.354645 135.778656 0.985992 14 0.865861 110.697212 26.975185 175.395096 0.990985 14 63.714878 76.409126 160.320221 159.935959 0.906640 12 45.318737 107.507874 222.916977 220.437973 0.992249 14 320.815063 113.247849 352.795990 190.778961 0.937785 14 25.366545 116.719803 46.601795 150.072754 0.964561 14 247.936340 120.121941 283.681183 145.718658
000167,0.578178 11 4.139155 8.939872 441.339447 246.851227 0.798932 11 1.564175 7.095788 500.397339 245.182861
000168,0.964334 14 53.751614 100.237633 164.994461 306.282196 0.979284 12 77.033066 122.204590 150.145050 458.705688
000172,0.941570 6 24.757772 31.738440 402.800598 212.038101 0.745758 6 24.327770 1.192208 401.450562 211.546722
000175,0.743264 16 0.780968 29.755516 62.807285 120.559471 0.727529 16 14.470696 19.368969 425.058472 181.422668
000176,0.860828 16 189.943817 217.475769 211.352036 273.746094 0.840714 16 0.759212 209.944199 48.391861 276.686768 0.753923 16 27.019337 140.150986 102.347466 279.557800 0.644565 16 115.921501 155.676392 192.566971 284.325928
000178,0.826324 4 225.291367 53.049076 251.890991 107.886475 0.947093 4 252.809082 43.341881 274.793762 105.878349 0.880659 4 70.091690 69.128654 146.894699 162.942291 0.958517 4 263.051697 45.083805 293.023529 111.570549 0.562573 4 146.203171 45.843880 187.905182 153.260605 0.631625 4 185.085114 56.442348 212.959015 143.914200 0.973010 4 315.385376 46.439655 352.609497 146.847977 0.982653 4 181.624222 56.490967 217.488480 165.396545 0.933641 4 293.829437 41.447033 317.506622 92.560516 0.719389 4 321.925476 45.602707 346.053314 89.711563 0.926998 14 330.748352 1.524327 433.419312 140.135010 0.672605 4 247.384094 44.156437 269.286957 109.543587 0.650795 4 89.305283 51.256416 123.821571 160.407593 0.804184 4 293.431885 40.557175 318.529480 101.124352 0.957131 14 1.100700 0.510452 91.382622 149.019333 0.680607 4 111.722809 50.573269 152.467987 158.157745 0.621712 4 115.048599 48.017426 137.986496 74.061661 0.572400 14 297.831696 0.461513 347.347778 63.318081 0.983630 4 145.208176 46.076248 178.093933 118.740700 0.797927 10 4.767805 100.795784 440.710999 209.633224 0.719421 4 290.794464 42.087513 320.079651 155.359390 0.925225 4 82.626564 50.860271 153.265961 163.705582 0.922784 4 183.453888 56.596554 209.017181 118.350212 0.709905 4 96.340973 51.914581 119.926743 97.716263 0.505457 4 185.529877 56.971359 214.315155 158.612061 0.513214 14 203.172897 0.599935 302.028381 54.867870 0.987668 4 211.885788 58.581635 255.913406 170.948227 0.964374 4 257.496002 44.319805 284.212769 109.872002 0.710739 4 254.370605 44.344280 296.949646 143.820557 0.662557 14 235.063461 0.340101 332.368866 61.516331 0.539709 4 267.492554 43.620384 288.008728 95.771179
000179,0.711495 3 104.673889 404.833252 224.588028 495.904449 0.897809 3 1.484597 414.807953 61.435032 475.187805 0.874230 3 64.501213 8.552059 220.484955 494.727020 0.766715 3 224.137939 418.713745 271.003021 463.931610
000181,0.632599 8 1.803301 142.888657 191.983521 280.149475 0.557918 4 276.800323 137.340942 296.908386 164.797653 0.943715 14 121.891754 116.894737 303.791046 278.066986 0.712649 4 360.923187 189.396225 387.023468 228.529892 0.981533 14 213.440796 119.789040 299.841644 163.256592 0.844387 14 20.564466 99.813492 298.632721 277.279846 0.903448 14 118.647339 116.762199 218.759384 213.133820 0.693950 14 20.532846 99.706451 275.192047 277.903534 0.521613 14 87.772247 83.124969 125.977264 110.883224 0.818630 14 19.000046 99.929298 189.417694 276.301941 0.523282 4 276.567993 137.124924 299.964478 167.644836
000182,0.994191 14 117.072090 39.488430 324.295105 279.180725
000183,0.513551 11 62.789291 19.851465 362.092926 250.293243 0.884067 11 66.367432 0.649519 500.367035 250.187500
000185,0.978680 8 169.092361 213.205917 208.858337 286.891327 0.987434 14 139.310059 179.366333 203.255936 283.640198
000186,0.824163 2 43.197365 33.251133 229.173721 241.415665
000188,0.967594 6 389.869568 84.475670 500.292908 123.109734 0.885245 6 1.545273 80.996979 152.481201 116.015137 0.655309 6 1.007281 86.198639 38.583176 113.170723 0.992229 14 29.069832 63.842854 65.836754 124.389244 0.890798 5 88.337097 53.264130 500.488983 120.289421
000191,0.752986 14 135.653412 237.983582 144.952652 277.265320 0.983350 14 183.798065 224.639618 202.360245 432.962280 0.521463 14 165.148041 239.552139 185.681000 334.894348 0.978675 14 99.709717 240.614899 113.588379 293.414001 0.868541 14 174.869431 244.111572 185.768158 283.422333 0.977552 14 119.989586 240.486343 131.931915 294.203033 0.994756 14 16.915913 186.566330 89.610916 498.934052 0.993684 14 132.909668 232.644882 188.898224 437.587891 0.978780 14 79.902740 238.517288 92.950966 292.606293 0.549252 14 102.658577 238.174881 114.665077 271.939789
000195,0.937834 5 9.389520 26.078135 423.700531 368.937683
000196,0.573212 8 204.813568 177.515808 250.625198 227.912018 0.854847 8 1.512449 203.303146 67.190453 366.890625 0.606341 8 324.402802 257.398682 436.812653 375.172607 0.550728 8 354.297455 185.813980 430.891205 267.128113 0.710745 8 1.161173 147.865585 59.142754 270.615906 0.543349 8 68.276917 271.964447 252.357010 374.135803 0.981275 8 65.066055 160.746368 152.602402 297.988403 0.799635 8 1.417395 202.659225 66.842300 369.439972 0.986731 8 235.705200 150.463806 309.695435 260.227478
000197,0.947972 6 27.523726 67.708183 413.190155 289.185852 0.686912 6 24.269178 66.095467 421.648621 310.033264 0.647147 6 27.699427 68.601852 441.903839 310.976349
000199,0.856538 2 78.382317 63.845181 383.184601 267.212738
000201,0.620084 14 298.759552 30.511837 321.622040 49.732918 0.618983 14 359.560364 31.071630 380.862701 52.738106 0.787310 14 462.569153 29.346348 492.188293 59.020779 0.791173 14 404.476685 30.610443 424.003326 68.818024 0.967081 14 180.325180 52.153011 221.793594 85.518333 0.796034 14 383.861176 29.150204 405.633972 53.536285 0.567114 13 257.401398 107.377159 376.249146 192.626556 0.773549 14 319.177917 22.475193 380.876129 97.835899 0.824665 14 407.721741 30.796618 425.396484 53.055458 0.989539 14 265.927124 58.970493 380.895325 186.442734 0.584550 14 336.479767 35.976158 385.125610 99.983780 0.905149 13 256.691742 101.652237 376.715729 235.176270 0.873521 14 320.163483 24.644718 367.936493 60.319000
000202,0.959365 4 384.170410 85.133850 458.955536 276.991241 0.990621 14 2.314083 7.554285 218.065231 278.700378 0.992920 14 188.685486 62.833977 391.139740 278.539276
000204,0.697554 6 391.976196 1.056646 462.655701 31.116352 0.630489 8 390.394592 197.233521 463.041870 278.830475 0.863708 19 190.892471 49.346092 304.130157 125.643028
000205,0.872029 11 55.727726 278.411682 158.261353 407.027649 0.987128 14 66.227837 157.165283 210.587021 496.244598
000206,0.936481 14 199.080658 379.485260 210.353531 412.503418 0.986285 14 61.293236 356.774292 124.229675 499.196503
000212,0.986262 14 239.803589 77.500595 282.481873 135.423141 0.835854 14 414.928802 49.261097 500.326935 247.998505 0.549246 14 32.292347 81.257721 58.876465 107.188843 0.707262 14 351.080414 46.765564 389.292419 121.928040 0.975689 14 352.619415 86.360603 413.171051 166.647705 0.562383 14 0.846446 81.482201 47.392353 249.990280 0.759533 14 396.222107 91.876549 454.583588 157.371094 0.742369 14 416.232422 42.588001 500.293304 247.454453 0.935782 14 319.518402 44.844898 378.098541 151.422943 0.936283 14 139.739731 102.412636 206.764587 149.036423 0.992932 14 0.997514 62.221561 198.961792 247.365494 0.825672 14 438.042206 47.517826 500.159332 117.563614 0.968652 14 351.838776 48.079464 387.300537 83.848534 0.894331 10 112.283630 146.342331 491.556519 244.131531 0.677843 14 93.313950 63.323540 166.360535 226.008240 0.570243 14 415.228271 118.207184 485.027985 247.578110 0.772857 14 420.461121 89.610245 499.813507 246.257797 0.534736 4 403.130249 157.039490 431.996368 190.715103 0.990169 14 287.177551 72.260681 339.623871 148.184998 0.856859 14 256.376129 104.729607 303.968231 143.520233 0.929903 14 320.510986 44.957943 372.727203 99.923012
000213,0.649683 7 66.372932 72.199699 209.673065 267.349396 0.926156 7 66.786873 72.772804 211.767014 305.625183
000216,0.946741 0 206.289230 125.747200 253.175430 165.044250
000217,0.610684 4 232.392914 59.462482 271.780029 187.148956 0.774270 4 271.797424 41.273178 287.951874 99.059120 0.663688 8 316.833130 224.238327 381.188263 331.838226 0.554568 4 192.570755 104.715599 218.165115 184.333267 0.935837 8 129.680984 207.494080 240.074036 333.533356 0.611999 4 197.039307 13.027346 223.625366 95.812279 0.870288 8 113.386894 192.212738 238.631668 333.575836 0.922530 10 129.781570 183.160309 403.806183 333.713257 0.547045 10 134.151001 186.787201 392.353363 277.836121 0.533154 8 267.926544 227.007172 377.866364 332.668060 0.820057 4 136.438324 133.217453 159.143936 180.093918 0.636400 4 285.097656 25.414997 306.360901 99.583839 0.523114 10 130.898254 178.559464 490.929260 333.608917
000223,0.868532 18 153.386841 76.034882 343.043274 291.108093 0.570723 14 370.234314 261.163361 385.468475 300.085602
000226,0.933454 8 65.162186 260.073364 209.504013 374.189026 0.822260 8 41.831314 220.736237 94.874603 374.165924 0.912227 8 233.398575 249.084610 384.579529 375.373260 0.782797 8 365.901306 205.536743 405.618622 291.060303 0.938186 8 396.358765 211.139420 444.760284 303.928345 0.975786 14 207.961182 162.031738 251.337173 222.136108 0.753305 8 1.021393 206.752365 39.704575 309.398041 0.694644 14 205.096741 161.943695 250.523453 253.953918 0.821636 10 84.043533 234.755966 344.019623 374.874481 0.901347 10 88.986633 237.200928 343.551208 305.946747 0.992752 14 308.978180 166.751770 358.947083 281.619507 0.711169 8 43.109917 220.505966 99.946579 294.427277 0.746817 8 1.526274 208.627823 78.443756 374.187897 0.663719 8 269.873901 248.350296 383.135040 375.160889
000227,0.957288 8 6.214149 37.555199 192.494690 344.677032 0.772986 19 71.611252 43.734447 167.139145 152.635696
000230,0.929958 1 161.475815 172.113235 391.503815 356.085602 0.995740 14 243.703369 69.030983 352.947174 356.919952
000231,0.565594 6 86.958855 154.023346 155.549438 206.837921 0.916409 5 81.005257 111.354347 271.546051 205.773865 0.640074 5 1.294166 133.208038 89.911278 199.214294 0.987154 14 330.156921 121.837387 360.553986 225.773239
000234,0.915939 15 66.220764 232.148285 133.253784 310.527130 0.931147 8 193.242538 209.149185 284.872101 325.103638 0.922585 15 13.580816 151.576569 75.844620 204.441208 0.709942 8 111.538193 114.862251 193.467285 272.295776 0.958729 8 301.405457 95.559631 467.460663 327.274353
000237,0.986765 14 225.029129 36.554634 329.699982 204.186020 0.800022 12 73.503395 120.594963 271.913940 329.499359 0.789422 12 54.616856 47.067089 388.265656 331.513702 0.704171 12 222.622437 44.904854 385.248169 219.416580
000238,0.990977 14 391.531647 252.877121 436.070190 373.866425
000239,0.786913 14 54.093174 164.959488 92.181198 232.590775 0.991597 14 1.176781 138.415497 29.289324 215.833450 0.503308 14 59.004887 163.994324 93.421936 219.445053 0.957069 5 58.846741 26.864656 465.022705 217.289917 0.980440 14 32.755054 164.286880 83.020554 229.041473
000240,0.967689 6 154.025940 151.011703 187.351608 177.147400 0.979963 14 309.091125 149.854889 333.291077 187.897308 0.979355 14 141.630356 151.684982 159.439987 189.053207 0.983257 6 50.408096 153.922226 127.004150 219.463730 0.567597 6 24.572369 153.407730 48.491928 166.988586 0.987638 6 227.404633 168.043076 391.880280 232.726151
000243,0.964184 0 177.521835 125.697517 273.556976 192.378845
000247,0.944843 14 74.799187 54.292694 180.074554 366.021027 0.992730 14 88.913879 145.079239 162.832703 394.957306 0.924271 8 0.984354 145.226547 94.324684 320.397491
000248,0.917480 12 105.066048 68.677490 314.335419 205.846100 0.971197 14 214.450424 116.864532 286.246765 202.806381 0.967312 6 258.923401 141.039719 407.419250 217.605194
